Tweet,HS,Abusive,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
keren anies orang gubernur negosiasi menteri presiden negara menteri sepe i laku moga rida berkah anies,0,0,0,0,0,0,0
mundur pecat untung gatot lus,1,0,0,0,0,0,1
gue baca fan fiction aff oke x hanbin alur banget cowok kingka cewek culun outcast sekolah karakter sih cewek develop tulis strong impression banget contoh nih sih cewek karakter nya cuek peduli,0,0,0,0,0,0,0
ekonomi roket 7 hoaks,0,0,0,0,0,0,0
the hell do people bother other sih religion sih heran orang teis ateis ya suka suka bodoh lak nek pek urus iya gusti rono like suka ateis garis keras suka teis garis keras like please know your fucking,0,0,0,0,0,0,0
bangsat nyata vinna,1,1,0,0,0,0,1
suyanto mitra surat perintah henti sidik kur bank a graha international optimis program daya 142 padi hitam amp 70 padi putih potensi panen varietas capai 9 ton gabah kering program lestari tradisi masyarakat tani jawa,0,0,0,0,0,0,0
harap ai adil sejahtera bubar ai komunis indonesia ai demokrasi indonesia juang bubar,1,0,0,0,0,0,1
bangun mangkrak be ahun2 kebut selesai cepat jokowi jalan tol pilih presiden orang cari salah hati hati,0,0,0,0,0,0,0
cina usir zaman belanda tukang khianat,1,0,0,1,0,0,0
nih sompret nikah mulu rayu nya ya ,1,1,0,0,0,0,0
bantu ekonomi fair square,0,0,0,0,0,0,0
hype e transfer protocol over secure socket layer ngentot memek lonte lempung kontol crottt jembut pejuh uniform resource locator,1,1,0,0,0,0,0
salah pakai selipar rumah salah selipar bawa jalan selipar masuk jamban his,0,0,0,0,0,0,0
deklarasi pilih kepala daerah 2018 aman anti hoaks warga panggreh jabon,0,0,0,0,0,0,0
mempe ahankan atur presiden risiko berat rezim ahok mukidi presiden dukung investor rakyat sengsara tanggung ancam 9 naga hiiiii,1,0,0,0,0,0,1
hebat dungu bin idiot uniform resource locator,1,1,0,0,1,0,0
nenek nenek heran cebong bohong,1,1,0,0,0,0,1
iya sih lawan bilang berat aparat negara andil ya mudah mudah 2019 ganti presiden biar cukong jumawa biar cukong sok kuasa biar megatron,1,1,0,0,0,0,1
lost respect sekian kali agency bangga a is bangga laku tai kucing ,1,1,0,0,0,0,1
turun jokowi jokowi kader ai komunis indonesia selubung boneka sekretariat jenderal ai komunis cina wacana aneh bahaya daulat negara rezim,1,0,0,0,0,0,1
tokoh gus dur presiden warga cina warga negara indonesia nya indonesia mw kuasa cina,1,0,0,1,0,0,0
subhan allah kenang lupa umat islam laksana salat jum at aksi 212 4 jegal amp gapai sepele amp takut suara umat islam bukti insya allah 2019 ganti presiden,1,0,0,0,0,0,1
hidup prabowo anak soemitro khianat bangsa,1,0,0,0,0,0,1
gaib ya telepon kantor cewek orang cina logat bahasa inggris aneh terima telepon be eriak ih,0,0,0,0,0,0,0
kepala dusun kaligayam tolak hoaks sukses pilih kepala daerah,0,0,0,0,0,0,0
rawan lin dukung anis matta presiden republik indonesia kalang hijaber model keluarga global mahasiswa percaya anis matta,0,0,0,0,0,0,0
kh ruf bicara belaga budek belaga pilon sundul ganti presiden ,1,1,0,0,1,0,0
laku derita abu bakar as sidik beli zinnirah harga tekun ibadah kurnia allah mata buta cahaya peristiwa me,0,0,0,0,0,0,0
duuuuhhhh jaya suprana kristen guru beliau muslim,0,0,0,0,0,0,0
sepe inya gerombol rindu rusuh hati hati kabul tuhan iklan ahok jahat,1,0,0,0,0,0,1
bujuk setan hasrat jebak zaman,1,1,0,0,0,0,0
ngewe ayo kasih,0,0,0,0,0,0,0
cuba tegak anime nih karakai jozu no takagi san nak feeling feeling cinta monyet zaman sekolah throwback habis 9 10 uniform resource locator,0,0,0,0,0,0,0
anti asing,0,0,0,0,0,0,0
istri om gue hamil kunti lihat gambar lihat perut hamil kunti iler sabar ambil anak lahir,0,0,0,0,0,0,0
vin mata gue budek baca,0,0,0,0,0,0,0
nyata kotor ayam najis bismillah alhamdulillah was sholatu wassalam rasulullah wabah ,0,0,0,0,0,0,0
edan ogah,1,1,0,0,0,0,0
jaga tokoh islam panik damping terima nyata,0,0,0,0,0,0,0
mabuk onta arab bro ,1,1,0,0,0,0,0
perempuan indonesia ber burka cadar harap musnah indonesia,1,0,1,0,0,0,0
su pin siswi sekolah dasar katolik karya yosef 1978 1983 istri ronaldo pardede su pin syiah oi deh gizi oi deh rode ronaldo pardede gizi,0,0,0,0,0,0,0
pe anyaan syariat islam ajar bom bunuh,0,0,0,0,0,0,0
ngewe tante pokok jamin tante puas,1,1,0,0,0,0,0
habis jogging pagi kebelet ngentot retweet sayang uniform resource locator,1,1,0,0,0,0,0
selamat kakak wanita indonesia 2019 ganti presiden,1,0,0,0,0,0,1
prof kaum kambing bengek ya beda bilang cebong te awa,1,1,0,0,0,0,1
orang goblok main twitter ya,1,1,0,0,0,0,1
masuk setan,1,1,0,0,0,0,1
kemarin revisi undang undang terorisme sah dewan wakil rakyat harap cegah hadap aksi terorisme maksimal masuk libat tentara nasional indonesia polemik berantas terorisme,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0
tindas presiden majelis ulama indonesia keras sepe i majelis ulama indonesia putus hubung umat,1,0,1,0,0,0,0
om jilat memek nya,1,1,0,0,0,0,0
waduuuh pusing baca nya tolol nya ,1,1,0,0,0,0,1
kasih gelar doktor juragan mu prabowo sebianto calon presiden umur hidup,1,0,0,0,0,0,1
cebonger nih junjung tembak tiarap habitat bisu jemaah,1,1,0,0,1,0,0
peluh keringat jatuh 3 jam tani suara mas cholil prima nada on pitch progres nada mulus main gitar cacat hehe istirahat rumah cholil,0,0,0,0,0,0,0
 benci banget film ttm adipati simple adipati ganteng sih aktor etika childish kampung drama hidup his picture always in my e i tau ,1,1,0,0,0,0,0
tolol sih cal laki,1,1,0,0,0,1,0
dukung prabowo surat pemberitahuan arb sda orang orang bejat tabiat kasar masuk orang,1,1,0,0,0,0,1
3 presiden gelar 171 pilih kepala daerah pilih kepala daerah serentak pilih kepala daerah gubernur bupati wali kota jokowi ajak ulama sejuk pilih kepala daerah,0,0,0,0,0,0,0
irlandia konflik protestan dublin city lt katolik belfast city musuh bebuyutan adem inti negara negara islam chaos,0,0,0,0,0,0,0
mesti fahri hamzah kasih kerja bawa tas presiden cocok iya,1,0,0,0,0,0,1
menang ya anies sandi usut komisi pemelihan daerah khusus kota telat wajar kampanye intimidasi intimidasi,1,0,0,0,0,0,1
tangkap ustaz bajing uniform resource locator,1,1,0,0,0,0,1
rakyat jawa barat cerdas inshaaallah dukung calon ai ai bela ahok nista agama uniform resource locator,1,0,0,0,0,0,1
ruhut prabowo kebelet calon presiden komentar uniform resource locator,1,0,0,0,0,0,1
buaya darat sejati b a lihat kaos lacoste sandal crocs celana kolor crocodile,0,0,0,0,0,0,0
komisi menteri hukum hak asasi manusia kena md3 hak imunitas debat undang undang pilih kepala daerah ketok palu presiden atur perintah ganti undang undang md3 presiden atur perintah ganti undang undang tanda tangan,0,0,0,0,0,0,0
hasil rezim nyata amp bikin info grafis sempurna dukung nya puja puji tiada henti fakta lapang sesuai info grafis,0,0,0,0,0,0,0
tolong analisa sejarah jatuh kerja uthmaniyah raja khalifah islam palestina jatuh tangan yahudi mustafa kamal ata urk kuat kuasa ubah turki konon bawa agenda turki modern,0,0,0,0,0,0,0
persijatakutkalahdijaka a dasar persija dengkul laler alas the jack anjing olo olo bacot,1,1,0,0,0,0,1
bandara ajati salah bukti sayang presiden jokowi masyarakat jawa barat januari 2016 jokowi kesini laku pancang tiang pe insya allah jamaah haji propinsi jabar berangkat bandara ajati,0,0,0,0,0,0,0
ai aceh target 50 kursi parlemen menang pilih kepala daerah 2018,0,0,0,0,0,0,0
kumpul teman nista agama empati korban banjir koar koar puji jujungannya uniform resource locator,1,0,0,0,0,0,1
marwah kampus rejim biadab nyungsep amin,1,1,0,0,0,0,1
gue jari gue ukur nyali bacot ,1,1,0,0,0,0,1
freepo ganggu gugat rezim orde bikin janji abadi,0,0,0,0,0,0,0
nge i ekonomi mending bicara min respon tuit negatif,0,0,0,0,0,0,0
jurnalis dengar islam nusantara iseng bilang hindu nusantara kristen nusantara buddha nusantara islam agama sepe i agama embel embel,0,0,0,0,0,0,0
haha sempit banget pikir bang kampret cebong doang kasihan,1,1,0,0,0,0,1
maju cebur mundur jengkang alami mukidi,1,0,0,0,0,0,1
iya bahasa asing,0,0,0,0,0,0,0
situs genosida jejak senyap keras politik budaya banyuwangi,0,0,0,0,0,0,0
kuala lumpur ayat al alquran hujah ulama haram pilih muslim wakil rakyat teliti rujuk orang kafir musuh islam anut,0,0,0,0,0,0,0
iya picek mata orang gue cantik,1,1,0,0,1,0,0
kuasa wujud asli tuan jokowi diktator,1,0,0,0,0,0,1
curi samping lelaki sekolah agama nih,0,0,0,0,0,0,0
33 program 8 tingkat program bantu sarana prasarana agama sejahtera guru agama formal non formal asyik menang asyik menang,0,0,0,0,0,0,0
gila ya jaman orang goblok main twitter,1,1,0,0,0,0,1
bagus pakai petisi lengser jokowi ya ahok cipinang,1,0,0,0,0,0,1
perhati genting mulia presiden ri menteri tenaga kerja ri cc,0,0,0,0,0,0,0
paham hukum tuduh lacur sih an nur islam kafir tugas ulama kompor,1,0,1,0,0,0,0
baby kafir buddha teroris myanmar,1,1,1,1,0,0,0
suka kalimat sepe i ustaz halus menghujam sanubari 2019 ganti presiden,1,0,0,0,0,0,1
tuju bangsa indonesia butuh orang pahlawan nasionalis ajar cinta negara republik indonesia kaum radikal cinta kencing onta biadab singkir kerja rad,1,1,0,0,0,0,1
yaaaelaaaaaa manusia babi dasar,1,1,0,0,0,0,1
6 pesan notifikasi rahasia tukar tiket masuk tukar laku stadion 6 jam sih 1 jam loket khusus tcash 7 milik tcash akses diskon diskon khusus 20 tcash,0,0,0,0,0,0,0
otak silit,1,1,0,0,0,0,0
bravo jokowi tekan freepo hak rakyat lihat pro rakyat antek asing oknum kuasa ai jual saham freepo asing koar sok pro rakyat,0,0,0,0,0,0,0
serbu tenaga kerja asing cina polisi selundup senjata api hmmm ya uniform resource locator,1,0,0,1,0,0,0
maaf twitter pe kali orang bego,1,1,0,0,0,0,0
a inya banci nya randa,1,1,0,0,0,0,0
orang cina indonesia,1,0,0,1,0,0,0
buta greetings hehe,0,0,0,0,0,0,0
dungu belaga sok pintar dungu nya lihat wkwk,1,1,0,0,0,0,1
nete nya air silikon,1,1,0,0,0,0,0
gue lihat sih kampret wkwk,1,1,0,0,0,0,0
cc 2 periode rakyat putus hubung kerja impo juta tenaga kerja asing cina mending pergi negara republik indonesia negeri butuh khianat korban rakyat golong 2019 prabowo presiden uniform resource locator,1,0,0,0,0,0,1
saracen muslim cyber army panasbung cuci otak rinso isis grup onta habis akal otak dungu rakyat tipu,1,1,0,0,0,0,1
usir cina negeri kecuali cina patriotik kayak gue,1,0,0,1,0,0,0
wakil gubernur daerah khusus kota jaka a selasa 17 4 hadir sosialisasi luncur aplikasi oyes pasar koja jaka a utara aplikasi dagang lingkung pasar jaya akses layan beli kerja rumah,0,0,0,0,0,0,0
hindu kenal sidang hindu percaya hukum karma tuhan programmer agung hasil padan hasil bakar neraka bentuk k,0,0,0,0,0,0,0
picek a mata,1,1,0,0,1,0,0
bagus bukti lapor bahas potong akbar faizal beda fiksi fiktif,0,0,0,0,0,0,0
dasar gila,1,1,0,0,0,0,1
habis makan camil ya malam bikin tidur malam gemuk perut colek perut youngji gendut cubit pipi youngji pelan,0,0,0,0,0,0,0
senang lihat bela ahok nista alquran milik ghirah agama be obat sesat bela nista agama,1,0,0,0,0,0,1
panglima santri hormat ulama cak imin the ne wakil presiden join 2019,0,0,0,0,0,0,0
anies super gubernur kunjung maroko good,0,0,0,0,0,0,0
rupiah haneul cute pacar perek on retweet,1,1,0,0,0,0,0
primata tau eh embrio cebong keluarga surat surat lengkap gue bayar eh tolol hidup pikir lihat goblok dungu,1,1,0,0,0,0,1
poltak manusia watak babi jaman gencar bela cocotnya monyong bicara sanjung sanjung bak dewa poltak babi bahan bakar minyak bahan pokok tenaga kerja indonesia pancung cocotmu,1,1,0,0,0,0,1
kafir pandang astaga kait kafir allah gelar syaitan bawa maksud ingkar perintah allah makna islam,0,0,0,0,0,0,0
simpul rezim jokowi anti islam pro kapitalis hapus politic id,1,0,0,0,0,0,1
beda alas kuat bubar masyumi dukung ronta perintah revolusioner republik indonesia juang rakyat semesta tolak pecat anggota ai komunis indonesia bubar peristiwa gerak 30 september,0,0,0,0,0,0,0
tuntas amanat derita rakyat rakyat pribumi indonesia rakyat cina he jokowi khianat umat,1,0,0,0,0,0,1
najis,1,1,0,0,0,0,0
terima kasih jokowi moga presiden bijak amin,0,0,0,0,0,0,0
pikir ngilu sumpek push rank kalah anjing,1,1,0,0,0,0,1
banget jaring gue mencret,1,1,0,0,0,0,0
 salah orang khalifah rasyidin rang orang kafir orang orang munafik orang munafik,0,0,0,0,0,0,0
reklamasi jaka a atur revisi atur presiden jaka a bogor depok tangerang bekas puncak cianjur,0,0,0,0,0,0,0
deh goblok,1,1,0,0,0,0,1
bubar acara ai komunis indonesia,1,0,0,1,0,0,0
anjir lucu banget animasi dewa,1,1,0,0,0,0,0
bank dunia otak onta sih dungu malas bego tolol ya onta,1,1,0,0,0,0,1
dewan wakil rakyat majelis musyawarat rakyat ambil tindak pecat hormat setya novanto sudi wakil manusia hina tanda rakyat indonesia,1,1,0,0,0,0,1
dasar ayat al alquran allah hilang ilmu kelip mata hilang ilmu ranah hilang ulama muka bumi lantik ketua manusia jahil,0,0,0,0,0,0,0
efek asing,0,0,0,0,0,0,0
dewan wakil rakyat kaum botol alias bodoh bin tolol otak isi duit bancak,1,1,0,0,0,0,1
beda dasar masyarakat oposisi amp pro rejim masyarakat pro rejim orang gemar ingkar janji orang amanah,0,0,0,0,0,0,0
bak sampah jerman anis resmi toilet keliling gunting pita ya nomor induk siswa,1,0,0,0,0,0,1
bodoh sial anak anjinggg maju setan sweater mansoura,1,1,0,0,0,0,1
al habib zain bin smith sungguh komentar buruk ulama gunjing adu domba masuk dosa laku hukum fasik,0,0,0,0,0,0,0
maaf kunyuk bro enak banget rasan sebar hoaks maaf sebar hoaks maaf mesti sapu biar jera nih orang uniform resource locator,1,1,0,0,0,0,1
sampah sep i negeri maksiat komunis mabuk umat islam merdeka negeri,1,1,0,0,0,0,1
gubernur goda tau kuat nu hang,0,0,0,0,0,0,0
anies foto ahok bera i nista agama uniform resource locator,1,0,0,0,0,0,1
buku langka tarich agama islam h o sih tjokroaminoto 1950 183 halaman hard cover harga 450 000 minat,0,0,0,0,0,0,0
usir cina harga,1,0,0,1,0,0,0
wkwk bodoh zof,1,1,0,0,0,0,0
dana alokasi pilih kepala daerah pilih presiden teman kubu juru bicara indonesia lawyers club demo,0,0,0,0,0,0,0
akrab banget bom,0,0,0,0,0,0,0
uym dukung rezim hmmm,0,0,0,0,0,0,0
rezim anti islam dipungkiri,1,0,1,0,0,0,0
buku biografi alfian ibrahim luncur,0,0,0,0,0,0,0
zaman now data klaim kasih klaim repot ganti presiden 2019 makhluk makhluk jago melintir fakta haiz hidup cari derita kerja woi biar dapur,0,0,0,0,0,0,0
jokowi hormat hadap muslim zalim,1,0,1,0,0,0,0
taplak meja kayak,0,0,0,0,0,0,0
admin banget tolol kemarin kemarin dana bantu menteri desa kerja nyata ai gerindra goblok,1,1,0,0,0,0,1
muhammadiyah inggris jalin kerja kendali ekstrem,0,0,0,0,0,0,0
komunis sederhana paksa atur contoh paksa pakai e uang komunis banget rezim komunis,1,0,0,1,0,0,0
bang mantap kali lagu sor kali,0,0,0,0,0,0,0
taplak meja warung belah ya allah humor,0,0,0,0,0,0,0
pesan presiden joko widodo negara indonesia kuat ulama umara iring lengkap kait pesan presiden simak video jokowi silaturahmi ulama jokowi cinta ulama jokowi,0,0,0,0,0,0,0
 perhati warga pasar asing diam,0,0,0,0,0,0,0
mintak jasa kawan kawan lini benda nih my relative nurliyana abdul razif alami hyper tiroid and it sih become worse right now she really need bantu uang rawat bank in kat account nih nurliyana abdi razif 0,0,0,0,0,0,0,0
cape orang bolot uniform resource locator,1,1,0,0,0,0,0
retweet gadis bandung cantik ngentot pacar hotel horny memek colok memek colok memek jembut memek becek ,1,1,0,0,0,0,0
perhati chef barat nilai salah ayam rendang pikir salah nilai seni cat sastra film hasil seni budaya belah kaca mata cita,0,0,0,0,0,0,0
salat kiblat negeri orang arab suruh dai bicara bangsa lukman,1,0,0,0,0,0,1
terima kasih presiden selamat tulus moga sehat allah jokowi amin salam periode,0,0,0,0,0,0,0
tuan guru bajang zainul majdi 2019 ganti presiden 2019 presiden,0,0,0,0,0,0,0
kakak iriana kumpul istri menteri gubernur istana bogor,0,0,0,0,0,0,0
pakai tudung nasihat agama dengar nasihat orang lacur ambil buang buruk hitam mesti kotor putih mesti bersih,0,0,0,0,0,0,0
indeks prestasi kumulatif 3 5 ra ono a ine nek ra bahasa inggris jurus bahasa neng jurus favorit bahasa inggris modal golek kerja pilih tenaga kerja indonesia singapura berangkat gelar pulang bicara bahasa ing,0,0,0,0,0,0,0
lihat beda paham islam gus mus ba asyir isi alquran,0,0,0,0,0,0,0
ai komunis indonesia gerwani pemuda rakyat baperki tanda tanda bangkit diam ,0,0,0,0,0,0,0
haha antek asing pikir kayak pisah indonesia antek keruk bumi iya anggap jongos dasar mental jilat,1,1,0,0,0,0,1
monyet komunis piara cina loleng,1,1,0,1,0,0,0
jawa gereja kristen jawa gereja kristen jawa ajar bahasa jawa campur ajar kejawen budaya lokal rugi rugi,0,0,0,0,0,0,0
cepat cepat anak kakak lucu sepe inya sipit hehe ,0,0,0,0,0,0,0
ganyang ai komunis indonesia ber intelligence quotient 200 uniform resource locator,1,0,0,1,0,0,0
tuju bahagia senang majelis musyawarat rakyat dewan wakil rakyat bubar gaji negara korupsi rugi,1,0,0,0,0,0,1
prabowo calon presiden 2019 presiden rakyat pilih senang rakyat indonesia butuh hibur,0,0,0,0,0,0,0
selamat kampung selamat unahe junjung ya e kucluk cebong cepek,1,1,0,0,0,0,1
wkwk muka ganteng taplak meja ,0,0,0,0,0,0,0
efek undang undang md3 komen suka hati,0,0,0,0,0,0,0
segi pandang agama anggap agama irasional nyata irasional segi irasionalitas yahudi kristen islam hindu animisme,0,0,0,0,0,0,0
kutuk engkau,1,1,0,0,0,0,1
qs 2 208 kisah orang orang yahudi sp abdullah ibnu salam asad ibnu ubaid sa lebah masuk islam izin bakti sabtu baca taurat malam kaab bin a,0,0,0,0,0,0,0
lagu bagus video musik abal sponsor tonton weh bagus b ,0,0,0,0,0,0,0
berani ngentot lobang pantat pantat lobang rem,1,1,0,0,0,0,0
kasihan warga daerah khusus kota php lantik anies batal janji kampanye uniform resource locator,1,0,0,0,0,0,1
madinah buah negara pimpin rasulullah khulafaur rasyidin bukti rasul kirim surat negara laku janji negara atur ekonomi masyarakat jihad lawan,0,0,0,0,0,0,0
cinta buta cinta murni luhur buta cinta kuasa pe imbang,0,0,0,0,0,0,0
panas pasang calon kritik data miskin gizi buruk,0,0,0,0,0,0,0
pe amina jual putus hubung kerja tenaga kerja asing asing visa turis uniform resource locator,0,0,0,0,0,0,0
jual kaos laku isu ai komunis indonesia aduh maju,0,0,0,0,0,0,0
gubernur patuh lapor lapor a kayak selenggara negara ganjar yasin 1 ganjar yasin,0,0,0,0,0,0,0
haha iya silap silap bom dengau ececeh ah nih brother susah bangun,0,0,0,0,0,0,0
kepung kantor jaka a,1,0,0,0,0,0,1
pimpin kafir ulama berani hardik rakyat tolak pimpin kafir stop kriminalisasi ulama,1,0,1,0,0,0,0
suka pamer orang peduli pamer puji kampung,0,0,0,0,0,0,0
cerita amp lagu sih raja monyet pe uniform resource locator,0,0,0,0,0,0,0
deh congor ban serep plonga plongo politis kutu kupret,1,1,0,0,0,0,1
rezim asai oknum oknum anti islam,1,0,0,0,0,0,1
caitlyn jenner pacar perempuan transgender ya,0,0,0,0,0,0,0
aye senang banget lihat foto mesra presiden jokowi ulama,0,0,0,0,0,0,0
prabowo kadaluarsa,1,0,0,0,0,0,1
bacot ah,1,1,0,0,0,0,1
ngewe gue budek ah,0,0,0,0,0,0,0
rupiah melempem dagang te ekan data ekonomi as positif,0,0,0,0,0,0,0
cina masuk salah ras indonesia beda singapura,1,0,0,1,0,0,0
katolik batal nikah alas alas,0,0,0,0,0,0,0
jokowi kenal kawasan kolam kodok uniform resource locator,1,1,0,0,0,0,1
lekong,1,1,0,0,0,1,0
daftar lengkap 14 proyek coret jokowi play station network,0,0,0,0,0,0,0
indonesia musibah umat islam berkah orang cina amp kristen,1,0,1,1,0,0,0
iya negara pimpin orang paham kelola negara lengser jokowi,1,0,0,0,0,0,1
siapppp tunggu 2019 cepat jokowi lengser negeri kacau balau,1,0,0,0,0,0,1
ya nama calon wakil gubernur goblok nge i atur debat lihat bego licik sandiaga uno,1,1,0,0,0,0,1
nyata tol utang jepang 3 jokowi layak makzul turun jokowi,1,0,0,0,0,0,1
ajaib kaum onta muncul ,1,1,0,0,0,0,1
jas merah regrann from dengar kisah presiden soekarno masjid tutup perintah uni soviet mari simak informasi nahdlatul ulama islam nusantara islam nu aswaja soekarno indonesia nikitakru,0,0,0,0,0,0,0
aktivis 98 hasil tumbang rezim orde kkn aktivis 98 zaman now tuju nya bubar ai adil sejahtera tumpang aktivis 98 reformis susup mental komunis,0,0,0,0,0,0,0
